added_rors	removed_rors	works_examples	OpenAlex Approve?
03c7zyj82	05fe7ax82	W2054791818;W3136969405;W2484848721;W4297948679;W2981412736;W4246354086	Yes
03c7zyj82		W1522062495	Yes
03c7zyj82	05fe7ax82	W3155656334	Yes
0406m4x33	05fe7ax82	W4290741163;W2917451088;W2951294787	Yes
03c7zyj82		W4214881988	Yes
03c7zyj82		W2908187438	Yes
03c7zyj82		W1613073716;W3139390926;W3136696455	Yes
0406m4x33	05fe7ax82	W2038893021;W2747459814;W4287941074	Yes
03c7zyj82	05fe7ax82	W4293224161;W4293259012;W2292691657;W4293191835;W3144778978;W1529919251;W2733384489	No
0406m4x33	05fe7ax82	W1564050793;W2082323283;W2170445933;W2167900459;W4241162871;W4323276661	Yes
0406m4x33		W4382447676;W2738703100	Yes
03c7zyj82	05fe7ax82	W4293061356	Yes
0406m4x33	05fe7ax82	W4300172359;W3161000489;W4302777478;W3010564194;W4298286788;W2611404490;W2772384017;W4389071884;W4388650149;W2896756691;W4299928280;W2743028520;W2293004436;W3214352249;W4211098143;W4310510547;W4310510675;W4310510588;W4310510545	Yes
03c7zyj82	00abqs885;05fe7ax82	W4293179802	Yes
03c7zyj82	05fe7ax82	W3167797580;W2499195178	Yes
03c7zyj82		W3138404861	Yes
03c7zyj82		W4233191290	Yes
	02rx3b187	W1964000547	Yes
03c7zyj82		W2330893399	Yes
0406m4x33	01x4jh294	W2164521345	Yes
03c7zyj82	01zctcs90	W1576733512	Yes
03c7zyj82		W2046452392	Yes
0406m4x33;037f3ga09		W2327346711	Yes
0406m4x33;037f3ga09		W1939966896	Yes
0406m4x33		W1978872197	Yes
03c7zyj82		W2019581853	Yes
0406m4x33;037f3ga09	01pa4h393	W1525668688	Yes
03c7zyj82		W2068429286	Yes
022scmy89		W2319763204	Yes
03c7zyj82		W2010495332;W4240718421;W2912748818	Yes
022scmy89		W2110187116	Yes
03c7zyj82		W2147624179;W1950439544	Yes
03c7zyj82	05sbt2524	W1987523187	Yes
03c7zyj82	05sbt2524	W2071365786	Yes
03c7zyj82	05tkv2291	W2123131520;W3200927441	Yes
022scmy89		W1518042748	Yes
0406m4x33;037f3ga09	020n6f578	W1982652604	Yes
022scmy89	03jdg7625;01b5nw197	W4388520664	Yes
022scmy89	01b5nw197	W4388520664	Yes
03c7zyj82	05fe7ax82	W4292095713;W4292148888	Yes
03c7zyj82		W4234464816	No
022scmy89		W1831773379	Yes
0406m4x33	05fe7ax82;011gea244	W4395659148	Yes
0406m4x33		W3135178738	Yes
0406m4x33		W3133554251;W3134535048	Yes
0406m4x33		W2018695121	Yes
022scmy89		W1506149239	Yes
03c7zyj82	05fe7ax82	W2713796140;W2161543889;W4245099048;W1964182016;W2802891874	Yes
0406m4x33		W1560479174	Yes
03c7zyj82	05fe7ax82	W4243337939	No
03c7zyj82		W2076958277	Yes
03c7zyj82		W1552203027	Yes
03c7zyj82		W2011598338	Yes
03c7zyj82		W4247366329	Yes
0406m4x33;037f3ga09		W4213209037	Yes
03c7zyj82		W2098733430	Yes
0406m4x33	01x4jh294	W3125497986	Yes
0406m4x33		W2011161460	Yes
0406m4x33	05fe7ax82	W2258220359	Yes
0406m4x33	035xkbk20	W1568555599	Yes
03c7zyj82	05fe7ax82	W2027575728	Yes
0406m4x33		W2080844749	Yes
0406m4x33		W2085626896	Yes
03c7zyj82		W1736600062	Yes
03c7zyj82		W2075245249	Yes
	026tc4g97	W1564461085	Yes
03c7zyj82		W1577153403	Yes
0406m4x33		W2122117997;W2321668855	Yes
0406m4x33	001fg0044	W1964982480	Yes
022scmy89		W3124956252	Yes
0406m4x33		W1561167624	Yes
0406m4x33		W2043264700	Yes
	026tc4g97	W4300455642	Yes
022scmy89	05fzcfb55	W1498412209;W251961640	Yes
03c7zyj82	03j2grq76	W4248911709	No
03c7zyj82	05fe7ax82	W2243112518	Yes
03c7zyj82		W1582414589	Yes
03c7zyj82		W1584063654	Yes
03c7zyj82		W2478730333	No
03c7zyj82	05fe7ax82	W4293877928	Yes
03c7zyj82		W2274364831	Yes
0406m4x33		W2074502926	Yes
022scmy89	03jdg7625	W4234954916	Yes
0406m4x33		W4248055124	Yes
03c7zyj82	047hdnt12	W2098038369	Yes
0406m4x33;037f3ga09		W151666953	Yes
03c7zyj82		W4243572032	Yes
0406m4x33	05fe7ax82	W2622449653	No
03c7zyj82		W4386654726	Yes
0406m4x33	05fe7ax82	W2472479454	Yes
	05tkv2291	W2134724295	No
022scmy89	03jdg7625	W2169688133	Yes
022scmy89	03jdg7625	W2205021275	Yes
03c7zyj82		W1929078035	Yes
03c7zyj82		W2054966109	Yes
	03jdg7625	W2370454703	Yes
03c7zyj82	05fe7ax82	W2325898776;W4290980540	Yes
0406m4x33		W4242530068	Yes
03c7zyj82		W4254357392	Yes
0406m4x33		W570585192;W4241156157	Yes
022scmy89		W3124945887	Yes
	02be6w209;002t25c44	W2609854502	No
0406m4x33;037f3ga09		W2578996462;W2916519216	Yes
03c7zyj82		W2742682819;W2604617550	No
0406m4x33		W2464346526	Yes
0406m4x33		W4232261583;W2903352177;W2917850547;W2938823772;W3047231756	Yes
03c7zyj82	05fe7ax82	W4299559370;W4299826180;W4299840738	Yes
0406m4x33		W193143594	Yes
03c7zyj82		W2463470491	Yes
0406m4x33		W2954023384;W4244807691	Yes
0406m4x33;037f3ga09		W2339675348	Yes
022scmy89	04d3hex36	W4251315683;W4232910433	Yes
03c7zyj82		W2760353038	Yes
0406m4x33		W2734748268	Yes
03c7zyj82	05fe7ax82	W4236197760;W4402387896;W4300965136;W4391829499;W4402387927	Yes
0406m4x33;037f3ga09		W2889648578	Yes
03c7zyj82		W2749607566	Yes
0406m4x33		W2761231000	Yes
0406m4x33		W2990013205	Yes
022scmy89	01b5nw197	W4214893959	Yes
03c7zyj82	05fe7ax82	W4301768926;W4299864362;W4301497809	Yes
022scmy89	014vp6c30	W2623725367	Yes
	026tc4g97	W2746103747	Yes
0406m4x33		W2793134485	Yes
0406m4x33		W2989912991	Yes
	03x1z2w73	W2809359158;W4402712255	Yes
03c7zyj82	05fe7ax82	W4253253446	Yes
03c7zyj82	05fe7ax82	W2914004409	Yes
	026tc4g97	W2786484367;W2900277665	Yes
022scmy89		W2973155379	Yes
03c7zyj82		W2885126149	Yes
0406m4x33		W4231808899	Yes
0406m4x33;037f3ga09		W2791227880	No
03c7zyj82		W2804655552	Yes
0406m4x33	05bznkw77	W2955509499	Yes
0406m4x33;037f3ga09		W2808314141	No
03c7zyj82	05fe7ax82	W4289050208	Yes
0406m4x33		W2981832652	Yes
0406m4x33	0121yvq70;05fe7ax82	W4289017011;W4287543223	Yes
02cptmd52		W4389610522	Yes
02cptmd52		W4389610522	Yes
01p9mtd45		W4362466511	Yes
03gmkya61	05c2qg481	W4386034798	Yes
03gmkya61	05c2qg481	W4386034798	Yes
043f5vc59		W4390414746	Yes
043f5vc59		W4390414746	Yes
00kk89y84		W4387029950	Yes
00kk89y84		W4387029950	Yes
00kk89y84		W4387029950	Yes
01z6yh944		W4389892098	Yes
03rkgeb39		W4393889272;W4393691825;W4389359005	Yes
043f5vc59		W4390430724;W4390064068	Yes
05deqk823		W4387335341;W4399455447	Yes
0050cbz19		W4388153958;W4327995693	Yes
02cptmd52		W4318976591;W4322486891	Yes
	05c2qg481	W4322210321;W4390046285	Yes
03gmkya61	05c2qg481	W4389502861;W4389037633	Yes
03rkgeb39		W4366092001;W4366092002;W4366092004	Yes
03xjwb503	05c2qg481	W4389886609;W4387518144;W4389520822	Yes
	02kbmgc12	W4384200323;W4388006739	Yes
04q2ax456		W4381232693;W4385344773;W4386484069;W4388184731	Yes
04q2ax456		W4316229424;W4316229764;W4316229441	Yes
04q2ax456		W4316229501;W4316229764;W4316229427	Yes
04q2ax456		W4281624971;W4388923797	Yes
04q2ax456		W4390007300;W4384405040	Yes
04q2ax456		W4390007300;W4384405040	Yes
04q2ax456		W4366259818;W4390223247	Yes
04q2ax456		W4316229501;W4316229427	Yes
04q2ax456		W4283707796	Yes
04q2ax456		W4283707796	Yes
04q2ax456		W4220945666	Yes
04q2ax456		W4220945666	Yes
04q2ax456		W4220945666	Yes
04q2ax456		W4220945666	Yes
04q2ax456		W4220945666	Yes
04q2ax456		W4220945666	Yes
04q2ax456		W4221122701	Yes
04q2ax456		W4221122701	Yes
04q2ax456		W4220951766	Yes
04q2ax456		W4294495283	Yes
04q2ax456		W4226019382	Yes
04q2ax456		W4281624971	Yes
04q2ax456		W4226084255	Yes
04q2ax456		W4390007300	Yes
04q2ax456		W4322009008	Yes
04q2ax456		W4380300847	Yes
04q2ax456		W4377969154	Yes
04q2ax456		W4377969154	Yes
04q2ax456		W4391443391	Yes
04q2ax456		W4206179821	Yes
04q2ax456		W4391443391	Yes
04q2ax456		W4390414252	Yes
04q2ax456		W4390414252	Yes
04q2ax456		W4390410504	Yes
04q2ax456		W4386134300	Yes
04q2ax456		W4386839406	Yes
04q2ax456		W4387637600	Yes
04q2ax456		W4384405040	Yes
04q2ax456		W4322731998	Yes
04q2ax456		W4388923797	Yes
04q2ax456		W4388923797	Yes
04q2ax456		W4388776295	Yes
04q2ax456		W4388776295	Yes
04q2ax456		W4388776295	Yes
04q2ax456		W4386614227	Yes
04q2ax456		W4366089147	Yes
04q2ax456		W4386484069	Yes
04q2ax456		W4386484069	Yes
04q2ax456		W4390229244	Yes
04q2ax456		W4389096529	Yes
04q2ax456		W4366393511	Yes
04q2ax456		W4388184731	Yes
04q2ax456		W4387405476	Yes
04q2ax456		W4383956463	Yes
04q2ax456		W4366422780	Yes
03z6jp965		W2612224071;W2547035362;W4297985638;W4206851390;W4300839358;W2777647346;W4293102105;W4293102835;W4297800243;W4295238753;W4293101236;W3014854440;W4297950159;W4293102212;W4293224331;W4293232312;W4297801192;W4295238342;W4297800181;W3145843855;W4297801155;W4293101239;W130326361;W4295280146;W4299606234;W4293099904;W4295239242;W4300720093;W4206879005;W4297800192;W4297801171;W4293083891;W4297802287;W4295239487;W4293102130;W4293099503;W4293086997;W4295238601;W4293237818;W4292737301;W2999280972;W4298336706;W4293101336;W4206868659;W4376633827;W4301264045;W4299419530;W4293224925;W4297245170;W4390801729;W4299158646;W3143551776;W4293224255;W4298158472;W4298294304;W934185521;W4297801134;W4293102136;W4297802283;W4293101247;W4298181837;W4293097310;W4299870520;W3086591209;W2923528894;W4293102677;W4293223340;W4297780317;W4299387953;W4297801183;W4299329842;W4293099291;W4297801196;W4293099266;W2885252814;W4293100430;W2625762399;W4293099359;W4293211142;W4298081794;W4298284143;W4299394634;W4367682582;W4293101176;W4293088725;W4293101418;W4302590336;W2599451637;W4293097093;W4298092901;W4298244557;W4299679707;W4293101274;W4302119489;W4293100411;W4293100767;W4299620789;W4293101395;W4298430261;W4293100492;W4293097935;W4293209319;W4297776933;W4389525171;W4293092222;W4297801442;W4293099261;W4293101279;W2779746518;W4293212835;W4300030320;W2621390851;W4293092453;W4299326635;W4293236617;W4293297144;W4300509823;W4293209545;W4295288283;W651841711;W4299292581;W3022430366;W4302579830;W4308067067;W4299446529;W4297780344;W4300910841;W4298278861;W4293212814;W4300028503;W4300900926;W4308416026;W4299825953;W4293083887;W4293089089;W4295288104;W2604620881;W4293208845;W4293096814;W4297780318;W4293100729;W4293209254;W4293221411;W2254170894;W4295245342;W4297780421;W4297780306;W3094941619;W3198682131;W4297802112;W4297779866;W4298384614;W2914662450;W4297798625;W2900334874;W2803977556;W4244142898;W2956157582;W4320167084;W3005615233;W4297688652;W4297790342;W3112319973;W4288611195;W2994795932;W3119490799;W4390855894;W2800980105;W4392628159;W4298019733;W4221167791;W4312120179	Yes
03z6jp965		W4300777983;W4295247383	Yes
03z6jp965		W4388565267	Yes
01yx7av22	04yavcg77	W4399711207;W4394974235;W4394940482;W4400177192;W4394863222;W4394863224;W2505980338;W2489695438;W4402822969;W4403159339;W4403369742;W4403343472;W4403343488;W4402857946;W4402857945;W4403343507;W4403246414;W4402857950;W3213945365;W4403147190;W4402756293;W4403343508;W4389993424	Yes
01yx7av22	04yavcg77	W4390796778;W4403343506;W4403343473;W4402857958;W4402857951;W4402857957;W4402857949;W4403159340;W4402855568;W4205483911;W4285549354;W4402756234;W4403147190;W4402756235;W4402756032;W4402756231;W4402756037;W4402756232;W4402857955;W4402756233	Yes
05f950310	02ef88m96	W4387013460	Yes
05f950310	02ef88m96	W4387013115	Yes
0278ff426	029005e08	W2014658609	Yes
0278ff426	029005e08	W2107971351	Yes
0278ff426	029005e08	W105329297	Yes
0278ff426	029005e08	W2014658609	Yes
0278ff426	029005e08	W2107971351	Yes
0278ff426	029005e08	W105329297	Yes
0278ff426		W4234492466	Yes
0278ff426	029005e08	W2085734567	Yes
0278ff426	029005e08	W1714037156	Yes
0278ff426	029005e08	W1714037156	Yes
0278ff426	01xkakk17	W107349174	No
0278ff426		W2469856183	Yes
0278ff426	029005e08	W2096372888	Yes
0278ff426		W4241477310	Yes
0278ff426	029005e08	W1590540623	Yes
0278ff426	029005e08	W2055635108	Yes
0278ff426	029005e08	W1982040092	Yes
0278ff426	029005e08	W1982040092	Yes
0278ff426		W4254970745	Yes
0278ff426	029005e08	W4254970745	Yes
0278ff426	01xkakk17	W2069829637	Yes
0278ff426	029005e08	W4297883239	Yes
0278ff426	029005e08	W3134920122;W4240083686	Yes
0278ff426	01xkakk17	W4244559621	Yes
0278ff426	029005e08	W1580814010	Yes
0278ff426	029005e08	W2052925907	Yes
0278ff426	029005e08	W1923614379;W1911583998	Yes
0278ff426	029005e08	W1923614379;W1911583998	Yes
01swzsf04;0278ff426	029005e08	W1923614379;W1911583998	Yes
0278ff426	029005e08;01xkakk17	W4251725594	Yes
0278ff426	01xkakk17	W2128963713	Yes
0278ff426	01xkakk17	W2854013162	Yes
0278ff426	01xkakk17	W2151616380	Yes
04gf9wd48		W2612941271;W2573858828;W2576181444;W4206877668;W4392443137;W4390835026;W2947853510;W2208167657;W2581744413;W2735142745;W2965719274;W4292997323;W2583405602;W2577003769;W2600211976;W2737594871;W4290059153;W4390835905;W2900911559;W2612039705;W3133972842;W2996757703;W4300936745;W4353028276;W4378473965;W4300774074;W4360961866;W4301490838;W3166448982;W4390899643;W2726715501;W2948301784;W2950209800;W3089329107;W2262411737;W2579527683;W2616314636;W4290658690;W4390835665;W4296450209;W4297067181;W2907820226;W2588842214;W2612021674;W834647993;W2896217479;W3156616893;W2733840746;W3167561460;W2572468030;W2605783881;W2795280125;W2576429158;W2941078409;W3043444745;W4206875509;W2591076867;W2579215219;W586167;W2573545210;W2615833046;W4300987725;W3169929701;W2573262342;W2284580609;W2563145128;W2415225093;W2559917410;W3044164195;W2755082093;W2606002519;W2766601946;W2773216792;W2944231317;W3119433571;W2911252842;W2913719247;W2744055472;W3201648811;W3156386156;W2911697079;W2797641883;W2907446070;W2923404515;W3087701145;W3004984654;W3042431232;W4289049909;W4307451639;W4381114506;W2958982550;W4289059805;W4290734716;W4296419398;W4296611834;W4382009247;W3165247367;W2981141920;W4289039656;W4289039975;W4289693210;W2951437821	Yes
04gf9wd48		W2069566125;W4297898405	Yes
04gf9wd48		W4394737468;W2916014222;W4394732126;W4401104741;W4394732048;W4401558442;W4400397093	Yes
04gf9wd48		W4401104193;W2921058680;W4401157721	Yes
04gf9wd48		W4206892864	Yes
04gf9wd48		W4376652565;W4296610971;W4300010366;W1970719711;W4297900171;W2898174694;W4242270594;W2904230261;W2904644078;W4300879952	Yes
04gf9wd48		W2771208033;W2772436122;W2774665044	Yes
04gf9wd48		W4390896723;W4390935525;W4390935522;W4390935526;W4390870318	Yes
04gf9wd48		W4400404631	Yes
04gf9wd48		W2948083166	Yes
04gf9wd48		W4322716095	Yes
04gf9wd48		W1993113357	Yes
04gf9wd48		W4403589957	Yes
04gf9wd48		W2159922892	Yes
04gf9wd48		W4297584447	Yes
04gf9wd48		W2482511561	Yes
04gf9wd48		W2317757378	Yes
04gf9wd48		W2404544316	No
04gf9wd48		W2623518185;W2809027818	Yes
04gf9wd48		W4299411156;W2784758275;W4206884470	Yes
04gf9wd48		W2955835502	Yes
04gf9wd48		W4230850964;W4246887973	Yes
04gf9wd48		W4394982768	Yes
02zzf0m94		W2271781021;W4299565915;W2237153852;W3208685339;W2226639293;W2346636923;W4289782590;W4297824847;W2209405239;W2559130646;W2793372880;W2612813832;W4299634201;W4289782704;W4297874033;W4296306786;W3174694737;W2883182569;W2982613181;W4288086105;W4321524087;W2999844414;W4289000307;W3009867425;W4287910531;W4206853640;W4307611129;W4307517977;W4307364822;W4308716908;W4388641176;W4319323126	Yes
02zzf0m94		W2419601599	Yes
02zzf0m94		W4299324595	Yes
02zzf0m94		W4289039209	Yes
02zzf0m94		W4386675888;W2493798470;W4308001413;W3194656281;W4288890103;W4304189687	Yes
02zzf0m94		W3120022626;W4361284401	Yes
02zzf0m94		W4389793949	Yes
02zzf0m94		W4380484243	No
02zzf0m94		W4391838825	Yes
02zzf0m94		W2951235835	Yes
03ygj8248		W4293273131;W4292429179;W2951682523;W4292408591;W4296266587;W2057461844;W2329957675;W2757700032;W2921642660;W4300496927;W3158944092;W2613656553;W2796721572;W2593871907;W2912022379;W4293274195;W1502821796;W2485683550;W4298402236;W4292451504;W4298188584;W2915454546;W2618613486	Yes
03ygj8248		W4292435351;W3113428390;W2514806243	Yes
03ygj8248		W4292477466;W3148794124	Yes
03ygj8248		W4213276253;W3099390404	Yes
03ygj8248		W4302033460;W4300958218	Yes
03ygj8248		W4299900791;W4206860467	Yes
03ygj8248		W2233108366	Yes
03ygj8248		W4317212984	Yes
03ygj8248		W2606059841	Yes
03ygj8248		W2301290985	Yes
03ygj8248		W4318616685	Yes
03ygj8248		W4292449125	Yes
03ygj8248		W3045181514	Yes
03ygj8248	001z21q04	W2061515954	Yes
03ygj8248		W2593024271	Yes
00b80ez59		W4206909193;W4210522071;W4210391844	Yes
00b80ez59		W4243579926;W4247919721	Yes
00b80ez59		W202299037	Yes
00b80ez59		W202299037	Yes
00b80ez59		W2108022713	Yes
00b80ez59		W2125706195	Yes
00b80ez59		W2125706195	Yes
00b80ez59		W2160927878	Yes
00b80ez59		W2068116139	Yes
00b80ez59		W2003532661	Yes
00b80ez59		W2003532661	Yes
00b80ez59		W2003532661	Yes
00b80ez59		W2003532661	Yes
00b80ez59		W2003532661	Yes
00b80ez59		W1979038107	Yes
00b80ez59		W2082462156	Yes
00b80ez59		W2185231958	Yes
00b80ez59		W2185231958	Yes
00b80ez59		W2076453908	Yes
00b80ez59		W2330550842	Yes
00b80ez59		W4254507010	Yes
00b80ez59		W4254507010	Yes
00b80ez59		W2883609174	Yes
00b80ez59		W2783154792	Yes
00b80ez59		W2930561789	Yes
00b80ez59		W4255685668	Yes
00b80ez59		W2921170240	Yes
00b80ez59		W4247188092	Yes
00b80ez59		W3014171804	Yes
00b80ez59		W2330550842	Yes
00b80ez59		W3092768673	Yes
00b80ez59		W4254158838	Yes
00b80ez59		W3111664912	Yes
00b80ez59		W3206322466	Yes
00b80ez59		W3183778468	Yes
00b80ez59		W4307353164	Yes
00b80ez59		W4289519139	Yes
00b80ez59		W4389635859	Yes
00b80ez59		W4321125454	Yes
00b80ez59		W4402492788	Yes
00b80ez59		W4402492788	Yes
00b80ez59		W4400783443	Yes
00b80ez59		W4403442967	Yes
00b80ez59		W4401898148	Yes
00b80ez59		W4403516942	Yes
00b80ez59		W4392578815	Yes
03fte3n86		W3034488536	Yes
022m8c549		W2950260736;W4298259174	Yes
022m8c549		W2021955541	Yes
022m8c549		W1562057355	Yes
0000n5x09		W1978127907	Yes
0000n5x09		W2074774419	Yes
0000n5x09		W2135074495	Yes
0000n5x09		W1973388132;W160453096	Yes
0000n5x09		W2990776760	Yes
0000n5x09		W3101476938	Yes
0000n5x09		W2086841594	Yes
0000n5x09		W2328482007	Yes
0000n5x09		W1580720870	Yes
0000n5x09		W4230109397	Yes
0000n5x09		W4230109397	Yes
0000n5x09		W4230109397	Yes
0000n5x09		W3003309338	Yes
0000n5x09		W2514472502	Yes
0000n5x09		W2899538064	Yes
0000n5x09		W2941668615	Yes
0000n5x09		W4251603009	Yes
0000n5x09		W2945894901	Yes
0000n5x09		W4387839511	Yes
0000n5x09		W3150884934	Yes
0000n5x09		W4220807894	Yes
0000n5x09		W4312970068	Yes
0000n5x09		W4401297423	Yes
0000n5x09		W4401297423	Yes
0000n5x09		W4403608303	Yes
0000n5x09		W4401759823	Yes
05y5s3h28		W4402829330;W4402824425;W4402824419;W4402824424;W4402824420;W4285588743;W4402824423;W4402824427;W4387122889;W4403052705;W4402828934;W4402828935;W4402824417;W4402828933;W4402828930;W4402342493;W4403620868;W4403620864;W4403707834	Yes
05y5s3h28		W3208855423	Yes
05y5s3h28		W3204735444;W4310978522	Yes
05y5s3h28		W3044409402	Yes
05y5s3h28		W3185853800	Yes
05y5s3h28		W3185853800	Yes
05y5s3h28		W3185853800	Yes
05y5s3h28		W3185853800	Yes
05y5s3h28		W3185853800	Yes
05y5s3h28		W3203614196	Yes
05y5s3h28		W3196548071	Yes
05y5s3h28		W3138450394	Yes
05y5s3h28		W3206079910	Yes
05y5s3h28		W3206609396	Yes
05y5s3h28		W3206609396	Yes
05y5s3h28		W4402824424;W4402824422	No
05y5s3h28		W4390784584;W4211226347;W4393671002;W4393534604;W4393725117;W4393481176;W4393837674;W4393843006;W4393547600;W4402859203;W4393576999	Yes
05y5s3h28		W3166304566	Yes
05y5s3h28		W3156456610	Yes
05y5s3h28		W4287410963	Yes
05y5s3h28		W4308220159	Yes
05y5s3h28		W4301373378;W4393787309;W4393694255	Yes
05y5s3h28		W4301373378;W4220666692;W4401846142	Yes
05y5s3h28		W4301373378	Yes
05y5s3h28		W4285801209	Yes
05y5s3h28		W4220666692	Yes
05y5s3h28		W4220666692	Yes
05y5s3h28		W4220666692	Yes
05y5s3h28		W4220666692	Yes
05y5s3h28		W4287398711	No
05y5s3h28		W4220666692	Yes
05y5s3h28		W4293224771	Yes
05y5s3h28		W4293224771	Yes
05y5s3h28		W4220709397	Yes
05y5s3h28		W4307556202	Yes
05y5s3h28		W4307556202	Yes
05y5s3h28		W4283593760	Yes
05y5s3h28		W4221046387	Yes
05y5s3h28		W4221131919	Yes
05y5s3h28		W4311312989	Yes
05y5s3h28		W4311312989	Yes
05y5s3h28		W4311312989	Yes
05y5s3h28		W4311312989	Yes
05y5s3h28		W4311312989	Yes
05y5s3h28		W4311312989	Yes
05y5s3h28		W4311312989	Yes
05y5s3h28		W4308535355;W4360987962	Yes
05y5s3h28		W4402824422	Yes
05y5s3h28		W4402824422	Yes
05y5s3h28		W4309155411	Yes
05y5s3h28		W4309572645	Yes
05y5s3h28		W4309572645	Yes
05y5s3h28		W4309572645	Yes
05y5s3h28		W4402824427;W4387122889;W4402828934;W4394711047;W4394934128;W4403620868;W4401998846	Yes
05y5s3h28		W4286794568	Yes
05y5s3h28		W4286794568	Yes
05y5s3h28		W4293805330	Yes
05y5s3h28		W4296141715	Yes
05y5s3h28		W4393836133	Yes
05y5s3h28		W4385186561	Yes
05y5s3h28		W4385721599	Yes
05y5s3h28		W4386415733	Yes
05y5s3h28		W4319234815	Yes
05y5s3h28		W4317536035	Yes
05y5s3h28		W4317536035	Yes
05y5s3h28		W4390023177	Yes
05y5s3h28		W4387503185	Yes
05y5s3h28		W4387503185	Yes
05y5s3h28		W4387607629	Yes
05y5s3h28		W4386326768	Yes
05y5s3h28		W4386326768	Yes
05y5s3h28		W4391658479	Yes
05y5s3h28		W4400130620	Yes
05y5s3h28		W4399442772	Yes
02w4exq36		W1555815009	Yes
04w07sc25		W4391178096	Yes
02w4exq36		W2002464374	Yes
05r332y60		W4379622671;W4389177693	Yes
02w4exq36		W2919924800	Yes
04w07sc25		W4391259492	Yes
02w4exq36		W2147926439	Yes
04w07sc25		W4402928265	Yes
02w4exq36		W2038057909	Yes
04w07sc25		W4392231740	Yes
02w4exq36		W2163299603	Yes
04w07sc25		W4399842611	Yes
02w4exq36		W2167692995	Yes
04w07sc25		W4401921789	Yes
02w4exq36		W2148785613	Yes
05r332y60		W4396688918;W4398236679	Yes
02w4exq36		W1555815009	Yes
04w07sc25		W4401921789	Yes
02w4exq36		W2001829083	Yes
04w07sc25		W4399962678	Yes
02w4exq36		W2170323879;W4238854186;W4247923314	Yes
04w07sc25		W4402827005	Yes
02w4exq36		W2001829083	Yes
04w07sc25		W4383866881	Yes
02w4exq36		W2059583688;W1517238777	Yes
04w07sc25		W4402827005	Yes
02w4exq36		W2061918046;W2890270090	Yes
04w07sc25		W4361985333;W4391102782	Yes
02w4exq36		W2098181284	Yes
04w07sc25		W4315751045	Yes
02w4exq36		W2038057909	Yes
04w07sc25		W4399891781	Yes
05r332y60		W4309988878;W4396708488;W4396688918;W4398236679	Yes
05r332y60		W4309988878	Yes
02w4exq36		W2164851588	Yes
05r332y60		W4285594754	Yes
04w07sc25		W4392231740	Yes
05r332y60		W4285505816	Yes
05r332y60		W4390167871	Yes
04w07sc25		W4391537851	Yes
02w4exq36		W2167692995	Yes
04w07sc25		W4401526257	Yes
02w4exq36		W2170323879	Yes
04w07sc25		W4401526257	Yes
02w4exq36		W2004758577	Yes
04w07sc25		W4401526257	Yes
02w4exq36		W1998657898	Yes
05r332y60		W4379622671	Yes
02w4exq36		W2107965433	Yes
04w07sc25		W4403118239	Yes
02w4exq36		W2889558699	Yes
05r332y60		W4403807446	Yes
02w4exq36		W2107965433	Yes
04w07sc25		W4391537851	Yes
02w4exq36		W4306711467	Yes
05r332y60		W4402738412	Yes
02w4exq36		W2167422661	Yes
05r332y60		W4403664227;W4403564301;W4403564217;W4400898756;W4285505816;W4393205644;W4402712694;W4403444878;W4403444835;W4403445039;W4403564067;W4403382475;W4402910283;W4400102577	Yes
02w4exq36		W1973475475	Yes
05r332y60		W4396708488;W4398236679	Yes
02w4exq36		W4289278489	No
05r332y60		W4401701194	Yes
02w4exq36		W1549258270	Yes
05r332y60		W4379622671	Yes
02w4exq36		W2077833259	Yes
05r332y60		W4285594754	Yes
02w4exq36		W2003919307	Yes
05r332y60		W4402198354	Yes
02w4exq36		W4289278725	No
05r332y60		W4401996658	Yes
02w4exq36		W207786740	Yes
05r332y60		W4401518024	Yes
02w4exq36		W1984285579	Yes
02w4exq36		W4211237807	Yes
05r332y60		W4389177693	Yes
02w4exq36		W4251510106	Yes
05r332y60		W4285594754	Yes
02w4exq36		W4403293611	Yes
05r332y60		W4392716870	Yes
02w4exq36		W1976096519	Yes
05r332y60		W4392716870	Yes
02w4exq36		W2099410682	Yes
05r332y60		W4396708488	Yes
02w4exq36		W2409497060	Yes
05r332y60		W4396708488	Yes
02w4exq36		W1563092939	Yes
05r332y60		W4402321937	Yes
02w4exq36		W2261328581	Yes
05r332y60		W4402321937	Yes
02w4exq36		W4251293994;W4237749085;W4234160146	Yes
02w4exq36		W2330470614	Yes
05h7ddb14		W3033746329;W4394049488;W4389213324	Yes
02w4exq36		W2614468435	Yes
05h7ddb14		W2043827636;W2135624908	Yes
02w4exq36		W2614468435	Yes
05h7ddb14		W4254675582;W4236756663	Yes
02w4exq36		W2951987052	Yes
05h7ddb14		W2611867704;W2610439647	Yes
02w4exq36		W2971035105	Yes
05h7ddb14		W2965843832;W2996827511	Yes
05h7ddb14		W4230928664;W4230369854	Yes
05h7ddb14		W3122967422;W4231118878	Yes
05h7ddb14		W3170011891;W4393654212	Yes
05h7ddb14		W3170011891;W4393654212	Yes
05h7ddb14		W3005238939;W3023193438;W4245466504;W4234160146;W4237749085;W4251293994;W3159128993;W3010665252;W3041601392;W3170762152;W4393834283;W4205892685;W4393714112;W4393420590;W4393453835;W4393708698	Yes
05h7ddb14		W3098745423;W4310500648	Yes
